ACCNUM,INVTYPE,INVAGE,INJURY_ID,VEHTYPE,SPEEDING,REDLIGHT,ALCOHOL,YEAR,DATE,TIME,HOUR,STREET1,STREET2,ROAD_CLASS_ID,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,Longitude,Latitude,Month,Day_of_Week
6000853484,Driver,30 to 34,1.0,Delivery Van,,,,2016,2016-05-18,845,8,580 CHRISTIE ST,,3.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.4246,43.6791,May,Wednesday
6000861848,Driver,55 to 59,3.0,Pick Up Truck,,,,2016,2016-05-19,1200,12,JANE ST,400 S JANE ST RAMP,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.5059,43.7109,May,Thursday
6000864386,Motorcycle Driver,25 to 29,4.0,Motorcycle,,,,2016,2016-05-19,2008,20,FINCH AVE E,MARKHAM RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.243,43.8128,May,Thursday
6000869081,Driver,75 to 79,1.0,"Automobile, Station Wagon",,,,2016,2016-05-20,1430,14,EGLINTON AVE W,OAKWOOD AVE,1.0,Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4427,43.6972,May,Friday
6000874773,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2016,2016-05-15,30,0,DUNDAS ST W,OSSINGTON AVE,1.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,-79.42,43.6493,May,Sunday
6000875073,Motorcycle Driver,55 to 59,4.0,Motorcycle,,,,2016,2016-05-21,1300,13,REESOR RD,OLD FINCH AVE,2.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,-79.1904,43.8286,May,Saturday
6000883005,Driver,20 to 24,1.0,"Automobile, Station Wagon",,,,2016,2016-05-22,1815,18,DANFORTH AVE,PHARMACY AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2833,43.6922,May,Sunday
6000894195,Passenger,15 to 19,3.0,,Yes,,,2016,2016-05-24,1350,13,HIGHWAY 27  N,HUMBER COLLEGE BLVD,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Rear End,-79.6,43.7273,May,Tuesday
6000897819,Truck Driver,55 to 59,4.0,Truck-Tractor,Yes,,,2016,2016-05-25,13,0,HIGHWAY 27  N,REXDALE BLVD,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,-79.5955,43.7171,May,Wednesday
6000901714,Driver,35 to 39,1.0,"Automobile, Station Wagon",,,,2016,2016-05-25,1525,15,182 JAMESON AVE,,3.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4366,43.6386,May,Wednesday
6000916730,Driver,35 to 39,1.0,"Automobile, Station Wagon",,,,2016,2016-05-18,400,4,ALBION RD,MARTIN GROVE RD,1.0,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5959,43.7421,May,Wednesday
6000917027,Driver,35 to 39,3.0,"Automobile, Station Wagon",,,,2016,2016-05-27,1953,19,MARKHAM RD,BLAKEMANOR BLVD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2222,43.751,May,Friday
6000917745,Driver,65 to 69,5.0,"Automobile, Station Wagon",,Yes,,2016,2016-05-27,2150,21,LAWRENCE AVE E,MCCOWAN RD,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,-79.2453,43.7554,May,Friday
6000920923,Driver,60 to 64,1.0,"Automobile, Station Wagon",,,,2016,2016-05-28,1150,11,JANE ST,MAPLE LEAF DR,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.5055,43.7091,May,Saturday
6000923025,Passenger,65 to 69,4.0,,Yes,,,2016,2016-05-28,1800,18,THE WEST MALL,WESTSIDE DR,3.0,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Approaching,-79.5644,43.6187,May,Saturday
6000929645,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2016,2016-05-29,1755,17,SPADINA RD,BERNARD AVE,3.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.4056,43.6712,May,Sunday
6000934627,Driver,35 to 39,1.0,"Automobile, Station Wagon",,,,2016,2016-05-30,1250,12,BAY ST,HAGERMAN ST,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.3831,43.6542,May,Monday
6000936555,Driver,60 to 64,1.0,"Automobile, Station Wagon",,,,2016,2016-05-30,1725,17,LAKE SHORE BLVD W,THIRTY THIRD ST,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.5316,43.5948,May,Monday
6000936557,Driver,65 to 69,2.0,"Automobile, Station Wagon",,,,2016,2016-05-30,1728,17,4 EWART AVE,,4.0,Intersection,No Control,Clear,Daylight,Dry,Fatal,Other,-79.4674,43.6881,May,Monday
6000942671,Driver,70 to 74,2.0,"Automobile, Station Wagon",,,,2016,2016-05-31,1441,14,DON VALLEY PARKWAY  S,LAWRENCE AVE E,,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Rear End,-79.3322,43.7383,May,Tuesday
6000943293,Driver,75 to 79,4.0,"Automobile, Station Wagon",,,,2016,2016-05-31,1600,16,EGLINTON AVE E,BAYVIEW AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.3771,43.7109,May,Tuesday
6000944060,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,,2016,2016-05-31,1756,17,LAWRENCE AVE W,LITTLE AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5198,43.6992,May,Tuesday
6000946578,Driver,20 to 24,5.0,"Automobile, Station Wagon",Yes,,,2016,2016-06-01,240,2,LAKE SHORE BLVD W,MILES RD,1.0,Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,-79.4903,43.6082,June,Wednesday
6000947584,Driver,20 to 24,4.0,"Automobile, Station Wagon",Yes,,,2016,2016-06-01,836,8,LAWRENCE AVE E,MOSSBANK DR,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.211,43.7628,June,Wednesday
6000951747,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,,2016,2016-06-01,1940,19,DUNDAS ST W,BROCK AVE,3.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.4355,43.6498,June,Wednesday
6000956129,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2016,2016-05-28,2005,20,RICHMOND ST W,UNIVERSITY AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3862,43.65,May,Saturday
6000963645,Passenger,60 to 64,1.0,,,,,2016,2016-06-03,1430,14,LAWRENCE AVE W,MARLEE AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.4465,43.7156,June,Friday
6000966179,Driver,60 to 64,1.0,"Automobile, Station Wagon",,,,2016,2016-06-03,2131,21,BURNHAMTHORPE RD,THE EAST MALL,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5599,43.6462,June,Friday
6000970728,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2016,2016-06-04,1525,15,PHARMACY AVE,JANET BLVD,3.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3038,43.7412,June,Saturday
6000971668,Driver,40 to 44,1.0,"Automobile, Station Wagon",,,,2016,2016-06-04,1822,18,LAKE SHORE BLVD W,DWIGHT AVE,1.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.4979,43.6022,June,Saturday
6000978198,Motorcycle Driver,25 to 29,4.0,Motorcycle,,,,2016,2016-06-05,1937,19,UNIVERSITY AVE,FRONT ST W,3.0,Intersection,Stop Sign,Clear,"Dusk, artificial",Wet,Non-Fatal Injury,Rear End,-79.3834,43.645,June,Sunday
6000983076,Passenger,65 to 69,2.0,,,Yes,,2016,2016-06-06,1435,14,KENNEDY RD,EGLINTON AVE E,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,-79.2679,43.7321,June,Monday
6000995123,Motorcycle Driver,25 to 29,4.0,Motorcycle,Yes,,,2016,2016-06-08,1048,10,DON VALLEY PARKWAY  N,BAYVIEW BLOOR DVP N RAMP,,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,-79.3612,43.6845,June,Wednesday
6001000870,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2016,2016-06-09,837,8,ADELAIDE ST W,JOHN ST,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3902,43.6478,June,Thursday
6001001689,Driver,60 to 64,1.0,Passenger Van,,,,2016,2016-06-09,1030,10,VICTORIA ST,SHUTER ST,2.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3785,43.6537,June,Thursday
6001025245,Driver,50 to 54,4.0,"Automobile, Station Wagon",,Yes,,2016,2016-06-12,2223,22,BLOOR ST W,ISLINGTON AVE,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,-79.5234,43.6446,June,Sunday
6001035189,Cyclist,30 to 34,4.0,Bicycle,,,,2016,2016-06-14,1246,12,58 THE ESPLANADE,,2.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3741,43.6469,June,Tuesday
6001035774,Driver,45 to 49,1.0,"Automobile, Station Wagon",,,,2016,2016-06-14,1415,14,BREMNER BLVD,SPADINA AVE,3.0,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.3922,43.6406,June,Tuesday
6001039195,Pedestrian,70 to 74,2.0,,,,,2016,2016-06-15,37,0,LAWRENCE AVE E,VALPARAISO AVE,1.0,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,-79.2474,43.7551,June,Wednesday
6001041986,Motorcycle Driver,50 to 54,4.0,Motorcycle,,,,2016,2016-06-15,1231,12,YONGE ST,ADELAIDE ST E,1.0,Intersection,Traffic Controller,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.3784,43.6503,June,Wednesday
6001043780,Driver,40 to 44,1.0,"Automobile, Station Wagon",,,,2016,2016-06-15,1644,16,FINCH AVE E,GARVIN  MEWS,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.401,43.7829,June,Wednesday
6001053517,Pedestrian,20 to 24,2.0,,,,,2016,2016-06-17,303,3,DANFORTH RD,ST CLAIR AVE E,3.0,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,-79.2603,43.7156,June,Friday
6001054585,Driver,20 to 24,1.0,"Bus (Other) (Go Bus, Gray Coach)",,,,2016,2016-06-17,855,8,DUFFERIN ST,CLOVERLAWN AVE,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4444,43.6812,June,Friday
6001057996,Motorcycle Driver,20 to 24,4.0,Motorcycle,Yes,,,2016,2016-06-17,1737,17,CALEDONIA RD,CASTLEFIELD AVE,3.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.4636,43.6988,June,Friday
6001066822,Driver,20 to 24,3.0,"Automobile, Station Wagon",,Yes,,2016,2016-06-19,20,0,ELLESMERE RD,WARDEN AVE,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,-79.3007,43.7611,June,Sunday
6001074563,Driver,55 to 59,1.0,"Automobile, Station Wagon",,,,2016,2016-06-20,910,9,540 BRIMLEY RD,,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.2488,43.7378,June,Monday
6001076116,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2016,2016-06-20,1307,13,ORMEROD ST,VERNE CRES,4.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.2373,43.7951,June,Monday
6001084832,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2016,2016-06-21,1621,16,81 JANRAY DR,,4.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.218,43.7652,June,Tuesday
6001086045,Driver,20 to 24,4.0,"Automobile, Station Wagon",,,,2016,2016-06-21,2030,20,SHEPPARD AVE W,NORTHOVER ST,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.5028,43.7411,June,Tuesday
6001088034,Pedestrian,65 to 69,2.0,,,,,2016,2016-06-22,655,6,DYNEVOR RD,KIRKNEWTON RD,4.0,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.4505,43.691,June,Wednesday
6001090221,Driver,85 to 89,1.0,"Automobile, Station Wagon",,,,2016,2016-06-22,1305,13,SHEPPARD AVE E,PROVOST DR,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3712,43.7703,June,Wednesday
6001093797,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,,2016,2016-06-22,2315,23,120 BEVERLY HILLS DR,,2.0,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5162,43.7183,June,Wednesday
6001099708,Truck Driver,35 to 39,1.0,"Truck - Closed (Blazer, etc)",,,,2016,2016-06-23,1949,19,DUNDAS ST W,SHORNCLIFFE RD,1.0,Intersection,Traffic Controller,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5446,43.6321,June,Thursday
6001102094,Motorcycle Driver,30 to 34,4.0,Motorcycle,Yes,,,2016,2016-06-24,707,7,THE QUEENSWAY,427 C S QUEENSWAY RAMP,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,-79.5544,43.6144,June,Friday
6001104795,Driver,20 to 24,1.0,"Automobile, Station Wagon",,,,2016,2016-06-24,1445,14,720 RENFORTH DR,,3.0,Mid-Block,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5851,43.6639,June,Friday
6001117319,Driver,70 to 74,4.0,"Automobile, Station Wagon",,,,2016,2016-06-26,1300,13,MCCOWAN RD,MCNICOLL AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,-79.2719,43.8178,June,Sunday
6001119393,Driver,60 to 64,1.0,"Automobile, Station Wagon",,,,2016,2016-06-26,1948,19,PARKSIDE DR,SPRING RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4546,43.6409,June,Sunday
6001125472,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2016,2016-06-27,1745,17,DON MILLS RD,HELEN LU  RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.3462,43.7723,June,Monday
6001139376,Cyclist,10 to 14,4.0,Bicycle,,,,2016,2016-06-29,1908,19,99 HUMBER BLVD,,2.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.4822,43.6798,June,Wednesday
6001139914,Driver,65 to 69,4.0,"Automobile, Station Wagon",,,,2016,2016-06-29,2050,20,ALBION RD,SILVERSTONE DR,1.0,Mid-Block,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,SMV Other,-79.599,43.7427,June,Wednesday
6001143418,Cyclist,20 to 24,4.0,Bicycle,,,,2016,2016-06-30,1143,11,JANE ST,WILSON AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.5086,43.7209,June,Thursday
6001148788,Motorcycle Driver,35 to 39,4.0,Motorcycle,,,,2016,2016-07-01,405,4,F G GARDINER XY  E,DON VALLEY PARKWAY  N,1.0,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,-79.3475,43.6506,July,Friday
6001154162,Driver,35 to 39,1.0,"Automobile, Station Wagon",Yes,,,2016,2016-07-02,244,2,FINCH AVE W,SENTINEL RD,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4999,43.7609,July,Saturday
6001157650,Passenger,35 to 39,2.0,,Yes,,,2016,2016-07-02,1812,18,QUEENS QUAY E,BONNYCASTLE ST,3.0,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,SMV Other,-79.3634,43.6458,July,Saturday
6001171035,Driver,25 to 29,1.0,Passenger Van,Yes,,,2016,2016-07-04,2055,20,KIPLING AVE,WESTHUMBER BLVD,1.0,Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,-79.5746,43.7281,July,Monday
6001174210,Pedestrian,55 to 59,2.0,,,,,2016,2016-07-05,1120,11,ALBION RD,ISLINGTON AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.5652,43.7371,July,Tuesday
6001174772,Cyclist,70 to 74,2.0,Bicycle,,,,2016,2016-07-05,1247,12,740 DUPONT ST,,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,-79.4237,43.6711,July,Tuesday
6001177381,Driver,60 to 64,1.0,"Automobile, Station Wagon",,,,2016,2016-07-05,2005,20,EGLINTON AVE E,MARKHAM RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2188,43.7431,July,Tuesday
6001183781,Motorcycle Driver,40 to 44,2.0,Motorcycle,Yes,,,2016,2016-07-06,1831,18,401 C W MCCOWAN N RAMP RD,MCCOWAN RD,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,SMV Other,-79.2557,43.7835,July,Wednesday
6001186326,Motorcycle Driver,55 to 59,4.0,Motorcycle,,,,2016,2016-07-07,654,6,HIGHWAY 27  N,CARRIER DR,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.6054,43.739,July,Thursday
6001192088,Driver,65 to 69,1.0,"Automobile, Station Wagon",,,,2016,2016-07-06,2304,23,EGLINTON AVE E,SWIFT DR,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3182,43.7261,July,Wednesday
6001198953,Driver,15 to 19,4.0,"Automobile, Station Wagon",Yes,,,2016,2016-07-08,2339,23,GALLOWAY RD,DEARHAM WOOD,2.0,Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,-79.1907,43.7527,July,Friday
6001200915,Driver,60 to 64,3.0,"Automobile, Station Wagon",,,,2016,2016-07-09,930,9,CHURCH ST,BLOOR ST E,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.3831,43.671,July,Saturday
6001210183,Driver,40 to 44,1.0,"Automobile, Station Wagon",,,,2016,2016-07-10,2024,20,WARDEN AVE,FINCH AVE E,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.3157,43.7967,July,Sunday
6001210944,Driver,60 to 64,1.0,"Automobile, Station Wagon",,,,2016,2016-07-10,2240,22,LAKE SHORE BLVD W,MARINE PARADE DR,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4811,43.6228,July,Sunday
6001211373,Cyclist,25 to 29,4.0,Bicycle,,,,2016,2016-07-11,27,0,429 DUNDAS ST E,,1.0,Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,-79.3666,43.6592,July,Monday
6001219608,Cyclist,50 to 54,4.0,Bicycle,,,,2016,2016-07-12,910,9,AVENUE RD,CHAPLIN CRES,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.4061,43.6987,July,Tuesday
6001220813,Cyclist,15 to 19,4.0,Bicycle,,,,2016,2016-07-12,1235,12,PAPE AVE,COSBURN AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3488,43.6894,July,Tuesday
6001222638,Driver,55 to 59,2.0,"Automobile, Station Wagon",,,,2016,2016-07-12,1710,17,BIRMINGHAM ST,ELSINORE PATH,2.0,Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,-79.5107,43.6022,July,Tuesday
6001228387,Driver,60 to 64,1.0,"Automobile, Station Wagon",,,,2016,2016-07-13,1413,14,JANE ST,WILLIAM CRAGG DR,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.5089,43.7223,July,Wednesday
6001230859,Driver,50 to 54,4.0,"Automobile, Station Wagon",,,,2016,2016-07-13,2035,20,BAYVIEW AVE,BROADWAY AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.3776,43.7138,July,Wednesday
6001231273,Driver,45 to 49,1.0,"Automobile, Station Wagon",,,,2016,2016-07-13,2205,22,UNIVERSITY AVE,GERRARD ST W,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,-79.3894,43.6575,July,Wednesday
6001239571,Driver,45 to 49,1.0,"Automobile, Station Wagon",,,,2016,2016-07-15,630,6,BAMBURGH CRCL,MONTAGUE PL,2.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3224,43.8118,July,Friday
6001249776,Driver,45 to 49,1.0,Passenger Van,,,,2016,2016-07-16,1821,18,MARKHAM RD,LAWRENCE AVE E,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2253,43.7598,July,Saturday
6001250602,Driver,75 to 79,1.0,"Automobile, Station Wagon",,,,2016,2016-07-16,2111,21,STEELES AVE E,BESTVIEW DR,1.0,Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Turning Movement,-79.3833,43.806,July,Saturday
6001269035,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2016,2016-07-19,1850,18,RICHMOND ST W,PORTLAND ST,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.401,43.6468,July,Tuesday
6001283246,Driver,65 to 69,1.0,Passenger Van,,,,2016,2016-07-21,2127,21,THE EAST MALL,RATHBURN RD,3.0,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,-79.5634,43.6532,July,Thursday
6001283633,Driver,85 to 89,1.0,"Automobile, Station Wagon",,,,2016,2016-07-21,2247,22,JARVIS ST,DUNDAS ST E,1.0,Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3745,43.6569,July,Thursday
6001284947,Driver,55 to 59,1.0,"Automobile, Station Wagon",,,,2016,2016-07-22,630,6,LAWRENCE AVE W,WESTON RD,1.0,Intersection,Traffic Signal,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Turning Movement,-79.5161,43.7,July,Friday
6001286776,Driver,25 to 29,3.0,"Automobile, Station Wagon",,,,2016,2016-07-22,1223,12,ST CLAIR AVE W,WESTON RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4675,43.6724,July,Friday
6001288485,Driver,50 to 54,1.0,"Automobile, Station Wagon",Yes,,,2016,2016-07-22,1702,17,TRETHEWEY DR,PLATINUM DR,3.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,-79.4989,43.6972,July,Friday
6001289424,Motorcycle Driver,30 to 34,2.0,Motorcycle,Yes,,,2016,2016-07-22,1948,19,ROYAL YORK RD,STRATH HUMBER CRT,3.0,Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,-79.5175,43.6613,July,Friday
6001300022,Cyclist,25 to 29,1.0,Bicycle,,,,2016,2016-07-24,1349,13,VICTORIA PARK AVE,HIGHWAY 401 C  W,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3197,43.7683,July,Sunday
6001301961,Driver,20 to 24,1.0,"Automobile, Station Wagon",Yes,,,2016,2016-07-24,2030,20,DANFORTH AVE,BIRCHMOUNT RD,3.0,Mid-Block,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Other,-79.2624,43.6974,July,Sunday
6001309573,Cyclist,35 to 39,4.0,Bicycle,,,,2016,2016-07-25,2359,23,KENNEDY RD,MERRIAN RD,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,-79.2658,43.7273,July,Monday
6001310916,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2016,2016-07-26,836,8,WILSON HEIGHTS BLVD,CODSELL AVE,2.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.4589,43.7541,July,Tuesday
6001326720,Pedestrian,80 to 84,2.0,,,,,2016,2016-07-28,1450,14,PARLIAMENT ST,SHUTER ST,3.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.3649,43.6569,July,Thursday
6001333715,Cyclist,30 to 34,1.0,Bicycle,,,,2016,2016-07-29,1645,16,JANE ST,SHOREHAM DR,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.5205,43.7696,July,Friday
6001334259,Driver,25 to 29,1.0,"Automobile, Station Wagon",Yes,,,2016,2016-07-29,1825,18,KINGSTON RD,GUILDCREST DR,1.0,Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.2076,43.7478,July,Friday
6001341956,Driver,15 to 19,4.0,"Automobile, Station Wagon",,,,2016,2016-07-30,2248,22,PARK LAWN RD,THE QUEENSWAY,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,-79.4903,43.6289,July,Saturday
6001345276,Driver,60 to 64,4.0,"Automobile, Station Wagon",,,,2016,2016-07-31,1355,13,MORNINGSIDE AVE,ELLESMERE RD,1.0,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,-79.1923,43.7829,July,Sunday
6001348693,Driver,20 to 24,1.0,"Automobile, Station Wagon",,,,2016,2016-08-01,156,1,MORNINGSIDE AVE,HALFWAY AVE,3.0,Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,-79.2136,43.8178,August,Monday
